[ T-Track ]
    title = [t-track] in xyz mesh
     mesh =  xyz            # mesh type is xyz scoring mesh
  8.058E+03  4.051E+03  1.622E+03  0.000E+00  2.032E+02  4.788E+03  8.718E+03  8.805E+02  5.749E+03  1.068E+03
  4.147E+03  1.172E+04  1.799E+04  3.545E+03  1.024E+04  2.233E+02  1.197E+04  8.840E+03  1.113E+04  1.126E+04
  5.409E+03  0.000E+00  4.389E+03  5.712E+03  1.066E+04  5.994E+03  0.000E+00  0.000E+00  1.060E+04  4.181E+01
  0.000E+00  0.000E+00  6.268E+02  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  5.520E+03
  0.000E+00  7.768E+03  3.262E+03  1.989E+03  1.491E+04  9.630E+03  1.055E+04  5.462E+03  1.099E+03  7.576E+03
  5.302E+03  3.411E+03  0.000E+00  1.990E+04  0.000E+00  2.105E+03  1.854E+04  1.037E+04  1.401E+04  2.879E+04
  2.563E+04  5.660E+03  7.002E+03  2.725E+04  1.074E+04  0.000E+00  0.000E+00  6.156E+03  0.000E+00  0.000E+00
  0.000E+00  1.725E+03  8.880E+03  1.694E+04  1.412E+04  7.355E+03  1.178E+04  1.125E+04  5.248E+03  6.059E+03
  6.027E+03  0.000E+00  1.128E+04  0.000E+00  0.000E+00  1.094E+04  1.166E+04  5.612E+03  1.109E+04  2.065E+03
  2.486E+04  1.604E+04  0.000E+00  0.000E+00  1.102E+04  1.046E+04  1.088E+03  1.285E+04  0.000E+00  0.000E+00
  8.463E+03  1.052E+04  7.255E+03  6.519E+03  1.818E+04  0.000E+00  1.332E+04  1.619E+04  0.000E+00  5.216E+03
  2.091E+04  1.616E+04  1.780E+04  5.558E+03  1.035E+04  5.850E+03  1.495E+04  2.284E+04  2.898E+04  1.518E+04
  3.459E+04  1.180E+04  1.876E+04  7.059E+03  2.534E+03  1.632E+04  1.802E+04  1.791E+04  2.690E+04  1.427E+04
  7.121E+03  2.122E+04  1.713E+04  1.504E+04  3.481E+03  1.732E+04  5.702E+03  1.650E+04  9.610E+03  1.314E+04
  4.603E+03  1.900E+04  2.806E+04  3.556E+02  1.719E+04  9.345E+03  5.267E+03  8.649E+03  1.287E+04  1.657E+04
  1.443E+04  2.995E+04  7.227E+03  1.946E+04  1.143E+04  1.267E+04  6.701E+03  4.352E+04  2.672E+04  2.179E+04
  1.744E+04  4.050E+03  1.455E+04  5.040E+03  1.113E+04  2.812E+04  2.834E+04  5.197E+02  8.230E+03  2.065E+04
  2.832E+04  3.693E+04  2.934E+04  2.073E+04  1.909E+04  1.308E+04  1.074E+04  7.297E+03  6.274E+03  2.661E+04
  2.607E+04  3.003E+04  2.062E+04  3.259E+04  2.162E+04  2.173E+04  2.067E+04  2.579E+04  7.135E+03  2.709E+04
  3.510E+04  3.496E+04  2.386E+04  6.733E+03  2.780E+04  4.497E+04  2.928E+04  2.348E+04  1.453E+04  1.027E+04
  2.244E+04  1.464E+04  1.907E+04  3.712E+04  1.717E+04  2.051E+04  5.188E+03  8.407E+03  1.531E+04  6.864E+03
  2.919E+04  1.296E+04  3.261E+04  2.074E+04  1.656E+04  2.199E+04  2.185E+04  1.567E+04  1.584E+04  1.378E+04
  3.944E+04  3.729E+04  1.052E+04  2.048E+04  3.274E+04  1.662E+04  3.206E+04  5.477E+04  1.708E+04  2.666E+04
  2.653E+04  2.218E+04  7.609E+03  2.846E+04  1.791E+04  2.235E+04  2.344E+04  5.845E+04  2.760E+04  3.499E+04
  1.092E+04  3.043E+04  1.283E+04  2.501E+04  3.406E+04  2.259E+04  4.026E+04  4.346E+04  1.300E+04  1.899E+04
  1.657E+04  3.889E+04  3.251E+04  1.544E+04  1.577E+04  1.934E+04  5.661E+03  1.082E+04  4.331E+03  0.000E+00
  3.970E+03  2.570E+04  1.480E+04  3.901E+03  1.082E+04  6.558E+03  2.578E+04  8.267E+02  2.176E+04  2.050E+04
  2.709E+04  1.680E+04  1.473E+04  1.143E+04  8.021E+02  1.940E+04  1.813E+03  3.154E+03  2.428E+04  8.639E+03
  3.419E+03  1.632E+04  1.850E+04  1.806E+04  3.036E+03  8.990E+03  1.960E+04  2.616E+04  8.367E+03  1.643E+04
  1.736E+04  2.811E+04  1.339E+04  1.055E+04  5.036E+03  2.740E+03  9.287E+03  5.760E+03  1.803E+04  1.271E+04
  1.013E+04  4.020E+03  1.868E+04  1.473E+03  5.774E+03  0.000E+00  1.387E+04  1.550E+04  9.070E+02  1.291E+04
  3.398E+04  2.854E+04  1.557E+04  9.007E+03  2.089E+03  1.393E+04  1.021E+04  0.000E+00  5.052E+03  1.120E+03
  0.000E+00  1.224E+04  9.442E+03  5.549E+03  5.411E+03  6.162E+02  1.598E+04  1.695E+04  2.109E+04  7.346E+03
  8.167E+03  1.497E+03  0.000E+00  1.157E+04  9.518E+03  6.807E+03  0.000E+00  5.822E+03  8.142E+03  1.490E+03
  1.494E+03  6.368E+00  8.554E+03  6.651E+03  0.000E+00  6.545E+03  4.567E+03  0.000E+00  0.000E+00  4.350E+03
  0.000E+00  0.000E+00  3.585E+03  2.351E+04  2.300E+04  2.347E+03  1.861E+03  1.858E+03  1.441E+04  1.144E+04
  5.008E+03  2.389E+03  0.000E+00  5.226E+03  2.238E+04  7.159E+03  8.279E+03  1.127E+03  1.084E+04  7.315E+03
  1.247E+04  3.814E+03  1.040E+04  1.026E+04  7.107E+03  3.963E+03  0.000E+00  0.000E+00  0.000E+00  8.355E+02
  6.466E+03  1.413E+03  8.282E+03  5.267E+03  8.735E+03  1.013E+04  1.159E+04  1.602E+04  1.297E+04  4.289E+03
  2.554E+03  1.106E+04  4.195E+03  0.000E+00  0.000E+00  8.365E+03  0.000E+00  0.000E+00  7.039E+03  2.455E+03
  8.065E+03  1.390E+04  0.000E+00  7.044E+03  8.698E+03  3.535E+03  7.707E+03  0.000E+00  8.551E+03  3.877E+03
  1.174E+04  8.573E+03  0.000E+00  0.000E+00  0.000E+00  1.355E+01  2.146E+03  4.676E+03  8.354E+03  1.123E+03
  2.622E+03  1.944E+04  8.595E+03  0.000E+00  4.428E+03  1.750E+03  5.226E+03  4.593E+03  2.414E+04  1.200E+04
  1.718E+04  1.893E+04  8.808E+03  0.000E+00  0.000E+00  6.805E+03  2.153E+04  2.420E+04  1.004E+04  1.496E+04
  4.985E+03  1.608E+03  0.000E+00  1.336E+04  1.721E+04  1.076E+04  1.938E+04  9.522E+03  1.269E+04  3.021E+03
  1.492E+03  1.115E+04  2.535E+04  1.798E+04  5.634E+03  1.287E+03  2.165E+04  1.315E+04  1.437E+04  3.554E+03
  1.088E+03  1.955E+04  1.059E+04  9.836E+03  9.029E+01  5.783E+03  1.805E+04  4.413E+03  1.230E+04  3.426E+04
  1.223E+04  4.497E+03  5.028E+03  7.776E+03  8.485E+03  9.893E+02  9.615E+03  4.452E+03  1.712E+04  3.267E+03
  8.957E+03  1.653E+04  2.787E+04  2.080E+04  2.974E+04  1.072E+04  1.842E+04  8.806E+03  1.765E+04  3.339E+04
  3.183E+04  2.670E+04  6.481E+04  4.175E+04  7.855E+03  5.597E+03  1.107E+04  7.974E+03  1.145E+04  1.357E+04
  7.927E+03  1.108E+04  0.000E+00  0.000E+00  0.000E+00  1.718E+04  1.073E+03  5.634E+03  1.094E+04  9.460E+03
  9.790E+03  1.119E+04  1.817E+04  1.451E+04  1.036E+02  6.220E+03  0.000E+00  1.258E+04  2.516E+04  1.406E+04
  5.628E+03  5.468E+03  8.883E+03  1.413E+04  1.172E+04  5.994E+03  0.000E+00  0.000E+00  9.131E+03  1.930E+04
  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  4.949E+03  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  0.000E+00  4.778E+03  8.046E+03  1.279E+03  4.840E+03  0.000E+00  7.945E+03  1.424E+04  1.508E+04  4.159E+03
  7.968E+03  1.774E+04  9.861E+03  2.387E+04  1.539E+04  0.000E+00  8.795E+03  2.070E+04  1.496E+03  1.239E+04
  8.653E+03  2.337E+04  2.903E+04  1.195E+04  1.263E+04  1.651E+04  0.000E+00  6.156E+03  0.000E+00  0.000E+00
  9.217E+03  8.350E+03  6.570E+03  1.289E+04  7.343E+03  1.605E+04  9.626E+03  1.988E+04  7.575E+03  1.216E+04
  2.300E+03  8.508E+03  1.128E+04  0.000E+00  0.000E+00  9.646E+03  1.105E+04  5.505E+03  5.601E+03  0.000E+00
  5.423E+03  3.367E+04  2.101E+03  0.000E+00  1.185E+03  2.010E+04  3.211E+03  1.089E+04  0.000E+00  0.000E+00
  5.224E+03  1.175E+04  7.225E+03  3.191E+03  3.012E+04  7.751E+03  1.119E+04  1.927E+04  3.154E+03  5.216E+03
  1.260E+04  2.973E+04  1.299E+04  3.558E+04  5.474E+03  1.066E+04  5.545E+03  2.568E+04  2.166E+04  1.712E+04
  2.648E+04  2.805E+04  2.896E+04  2.686E+03  6.413E+03  1.794E+04  2.447E+04  2.252E+04  3.156E+04  5.587E+03
  1.241E+04  1.635E+04  2.102E+03  2.575E+04  4.033E+03  1.918E+04  9.065E+03  4.438E+03  0.000E+00  1.780E+04
  9.610E+03  3.881E+04  1.303E+04  1.332E+04  1.117E+04  1.405E+04  1.208E+04  5.841E+03  1.567E+04  2.946E+04
  7.553E+03  1.494E+04  3.152E+04  1.017E+04  1.103E+04  2.305E+04  6.741E+03  2.878E+04  2.355E+04  2.682E+04
  1.698E+04  7.945E+03  1.055E+04  1.581E+04  2.484E+04  1.503E+04  1.132E+04  2.850E+04  1.205E+04  2.028E+04
  2.764E+04  3.592E+04  2.330E+04  1.415E+04  2.670E+04  1.417E+04  1.417E+04  1.482E+04  1.132E+04  2.124E+04
  1.867E+04  2.472E+04  1.672E+04  2.536E+04  2.171E+04  2.716E+04  4.466E+04  1.302E+04  1.758E+04  2.094E+04
  5.590E+04  2.459E+04  2.213E+04  1.834E+04  2.902E+04  3.108E+04  2.226E+04  2.091E+04  1.720E+04  1.147E+04
  2.930E+04  4.763E+03  1.124E+04  3.237E+04  1.645E+04  1.393E+04  7.235E+03  1.071E+04  2.272E+04  0.000E+00
  1.850E+04  1.631E+04  2.117E+04  1.094E+04  2.706E+04  5.593E+03  2.656E+04  1.215E+04  1.487E+04  1.100E+04
  2.828E+04  4.787E+04  2.089E+04  3.977E+04  1.896E+04  1.822E+04  2.571E+04  4.728E+04  2.680E+04  1.525E+04
  2.324E+04  4.419E+04  1.358E+04  3.401E+04  1.272E+04  1.544E+04  4.002E+04  3.703E+04  4.206E+04  2.495E+04
  2.185E+04  3.845E+04  1.861E+04  3.615E+04  2.367E+04  2.129E+04  5.497E+04  2.471E+04  1.302E+04  2.953E+04
  2.082E+04  3.821E+04  1.726E+04  3.126E+04  1.734E+04  1.807E+04  1.016E+03  9.702E+03  1.824E+04  1.224E+04
  2.142E+04  1.475E+04  0.000E+00  0.000E+00  2.011E+04  2.574E+04  8.355E+03  1.452E+04  8.804E+03  1.313E+04
  2.488E+04  2.062E+03  2.526E+04  1.535E+02  9.746E+03  7.086E+03  8.314E+02  8.906E+03  1.022E+04  2.405E+03
  1.570E+04  2.379E+04  1.431E+04  3.691E+03  8.755E+03  1.964E+04  3.131E+04  1.641E+04  2.276E+04  1.616E+04
  1.673E+04  2.685E+04  6.903E+03  0.000E+00  0.000E+00  0.000E+00  8.925E+03  1.520E+04  2.036E+04  1.946E+04
  1.788E+03  1.006E+04  0.000E+00  1.938E+04  1.140E+03  1.103E+04  6.639E+03  1.483E+04  2.014E+04  2.391E+04
  3.180E+04  7.007E+03  5.621E+03  6.855E+03  6.359E+03  9.336E+03  9.420E+03  4.274E+03  6.172E+03  3.420E+02
  1.431E+04  9.766E+03  0.000E+00  6.770E+03  1.123E+04  9.368E+03  2.426E+04  1.869E+04  3.193E+03  5.390E+03
  4.137E+03  8.566E+03  2.339E+03  1.877E+04  1.215E+04  0.000E+00  0.000E+00  1.744E+03  3.184E+03  3.152E+03
  5.716E+03  5.354E+03  7.509E+03  1.456E+04  2.508E+04  2.144E+04  5.649E+03  0.000E+00  0.000E+00  0.000E+00
  0.000E+00  0.000E+00  4.535E+03  6.078E+03  7.309E+03  0.000E+00  0.000E+00  2.513E+03  7.660E+01  1.263E+03
  0.000E+00  7.633E+03  2.249E+04  1.160E+04  1.207E+04  2.978E+03  2.233E+03  9.873E+03  1.280E+03  0.000E+00
  4.540E+03  2.225E+04  1.323E+04  0.000E+00  7.343E+03  8.288E+03  0.000E+00  0.000E+00  0.000E+00  5.572E+03
  6.646E+03  9.061E+01  6.277E+03  5.677E+03  1.439E+03  3.408E+02  1.755E+04  8.469E+03  3.692E+03  1.180E+04
  3.068E+03  1.632E+04  1.025E+04  1.212E+03  1.304E+03  9.375E+03  0.000E+00  0.000E+00  0.000E+00  1.017E+04
  1.593E+04  1.830E+04  3.751E+03  1.110E+04  0.000E+00  1.111E+04  1.370E+04  1.899E+01  1.119E+04  6.148E+03
  1.191E+04  2.773E+04  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  5.265E+03  3.255E+03
  4.912E+03  8.446E+03  1.033E+04  8.063E+03  1.584E+04  8.539E+03  1.532E+04  1.412E+04  8.490E+03  6.379E+03
  5.718E+03  5.132E+03  1.240E+04  1.324E+04  1.587E+04  6.709E+03  1.888E+04  9.543E+03  1.587E+04  1.228E+04
  8.345E+03  9.542E+03  1.909E+04  2.183E+04  1.409E+04  1.427E+04  5.605E+03  0.000E+00  0.000E+00  3.166E+03
  9.575E+03  8.372E+03  2.510E+04  2.761E+04  9.511E+03  8.224E+03  8.238E+03  1.072E+04  2.167E+03  6.821E+02
  1.733E+04  1.202E+04  1.450E+04  6.259E+03  1.789E+04  8.223E+03  2.464E+03  5.474E+03  5.530E+03  2.333E+04
  9.792E+03  1.279E+04  8.960E+03  0.000E+00  5.257E+03  7.650E+03  2.363E+03  1.705E+04  1.495E+04  7.503E+03
  9.944E+03  2.272E+04  2.700E+04  1.269E+04  2.340E+04  1.952E+04  1.698E+04  9.551E+03  1.955E+04  2.376E+04
  1.747E+04  2.719E+04  2.253E+04  1.665E+04  2.067E+04  1.117E+04  1.697E+04  1.738E+04  2.488E+03  1.021E+04
  7.070E+03  4.421E+03  1.282E+03  1.067E+04  1.908E+04  1.881E+04  7.602E+02  6.765E+03  1.009E+04  1.599E+03
  0.000E+00  6.901E+03  1.475E+04  2.354E+04  1.109E+04  2.360E+03  4.560E+03  1.333E+04  5.150E+03  1.370E+04
  0.000E+00  4.141E+03  1.026E+04  0.000E+00  3.986E+03  5.377E+01  0.000E+00  3.069E+03  2.626E+03  8.143E+03
  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  4.792E+02  1.068E+04  0.000E+00  0.000E+00  0.000E+00
  0.000E+00  0.000E+00  0.000E+00  9.326E+03  0.000E+00  4.395E+03  1.367E+04  9.442E+03  1.407E+04  2.914E+04
  2.615E+04  1.455E+03  8.714E+03  2.052E+02  4.895E+03  2.282E+03  1.118E+03  1.245E+04  1.743E+04  6.865E+03
  2.631E+04  5.329E+03  3.989E+03  2.137E+04  2.894E+04  2.719E+04  1.291E+04  9.459E+01  9.870E+03  0.000E+00
  0.000E+00  1.381E+03  1.633E+04  2.098E+04  8.603E+03  7.331E+03  1.038E+04  1.070E+04  2.150E+04  5.950E+03
  2.788E+03  6.027E+03  7.091E+03  4.191E+03  0.000E+00  0.000E+00  1.105E+04  5.494E+03  5.612E+03  0.000E+00
  0.000E+00  2.922E+04  1.651E+04  5.835E+02  0.000E+00  1.522E+04  8.573E+03  1.168E+04  1.683E+04  7.694E+02
  5.224E+03  5.214E+03  1.376E+04  0.000E+00  2.070E+04  8.715E+03  7.752E+03  1.499E+04  5.791E+03  5.216E+03
  1.156E+04  8.509E+03  4.197E+04  2.657E+04  3.426E+03  1.066E+04  4.000E+03  2.048E+04  1.131E+04  1.702E+04
  2.808E+04  3.969E+04  2.013E+04  2.587E+04  2.103E+04  9.174E+03  3.060E+04  8.944E+03  3.808E+04  1.473E+04
  1.444E+04  1.304E+04  7.697E+03  7.936E+03  1.749E+04  1.481E+04  2.091E+04  5.580E+03  0.000E+00  1.669E+04
  7.938E+03  1.676E+04  2.038E+04  2.576E+04  1.686E+04  1.029E+04  2.031E+04  1.501E+04  2.118E+04  2.906E+04
  1.031E+04  1.219E+04  2.195E+04  1.359E+04  3.960E+03  1.978E+04  1.162E+04  1.598E+04  2.848E+04  2.624E+04
  2.225E+04  1.722E+04  1.832E+04  2.275E+04  1.681E+04  1.701E+04  3.081E+04  3.136E+04  1.861E+04  2.341E+04
  2.383E+04  1.914E+04  2.094E+04  3.464E+04  3.551E+04  2.674E+04  1.704E+04  1.347E+04  2.151E+04  1.974E+04
  3.853E+04  1.431E+04  2.705E+04  8.969E+03  2.211E+04  3.895E+04  1.474E+04  1.030E+04  2.947E+04  3.051E+04
  5.287E+04  2.548E+04  4.123E+04  2.866E+04  2.428E+03  3.101E+04  2.926E+04  9.999E+03  1.876E+04  2.248E+04
  1.652E+04  7.345E+03  2.540E+04  1.270E+04  2.581E+04  6.074E+03  1.019E+04  5.355E+03  2.816E+04  8.164E+03
  1.613E+04  2.594E+04  2.641E+04  1.048E+04  1.522E+04  1.028E+04  3.255E+04  1.376E+04  7.484E+03  2.258E+04
  1.527E+04  4.607E+04  4.086E+04  4.148E+04  1.066E+04  3.779E+04  1.377E+04  4.596E+04  8.731E+03  2.214E+04
  3.420E+04  3.744E+04  2.906E+04  2.888E+04  1.783E+04  2.512E+04  4.442E+04  2.011E+04  4.406E+04  1.582E+04
  1.849E+04  2.590E+04  2.812E+04  4.902E+04  8.540E+03  2.254E+04  5.010E+04  3.394E+04  3.316E+04  4.580E+03
  2.721E+04  1.785E+04  9.246E+01  2.757E+04  1.875E+04  6.174E+03  0.000E+00  1.185E+04  3.526E+04  8.317E+03
  1.158E+04  4.452E+03  0.000E+00  7.656E+03  2.231E+04  1.475E+04  1.326E+04  2.637E+03  7.133E+03  2.877E+04
  1.548E+04  8.417E+03  1.745E+04  1.605E+04  1.185E+03  1.057E+04  1.856E+04  9.820E+03  4.154E+03  1.629E+04
  3.284E+04  1.449E+04  1.199E+04  1.152E+03  1.096E+04  4.650E+04  2.057E+04  1.171E+04  1.165E+04  1.751E+04
  1.631E+04  5.733E+03  6.555E+03  1.732E+03  0.000E+00  5.552E+03  1.308E+04  1.651E+04  7.125E+03  1.409E+04
  8.656E+03  0.000E+00  8.264E+03  2.126E+04  1.515E+04  1.353E+04  7.227E+03  2.385E+04  3.066E+04  1.858E+04
  1.764E+04  0.000E+00  5.499E+03  6.572E+03  3.546E+03  1.127E+03  5.232E+03  7.674E+03  1.689E+04  9.668E+03
  4.365E+03  5.216E+03  1.043E+03  1.651E+04  2.082E+04  2.301E+04  7.017E+03  0.000E+00  8.315E+02  2.887E+03
  5.743E+03  1.161E+04  1.916E+04  1.339E+04  5.433E+03  7.091E+02  0.000E+00  0.000E+00  2.881E+03  1.879E+03
  9.091E+03  5.354E+03  2.314E+03  5.211E+03  8.857E+03  4.204E+03  5.649E+03  7.254E+03  6.629E+02  0.000E+00
  0.000E+00  0.000E+00  0.000E+00  2.261E+03  0.000E+00  2.620E+03  0.000E+00  0.000E+00  0.000E+00  7.259E+03
  1.743E+04  1.176E+04  1.076E+04  5.733E+03  0.000E+00  0.000E+00  4.084E+03  7.445E+03  2.689E+03  4.413E+03
  1.117E+04  1.767E+04  0.000E+00  4.779E+03  1.643E+04  1.815E+04  5.051E+03  6.482E+03  0.000E+00  0.000E+00
  8.673E+03  2.723E+03  6.277E+03  1.551E+03  1.194E+04  7.515E+03  1.790E+04  9.699E+03  0.000E+00  2.025E+03
  1.786E+04  1.201E+04  0.000E+00  0.000E+00  1.120E+04  1.520E+04  3.962E+03  0.000E+00  5.053E+03  0.000E+00
  1.508E+03  8.208E+03  1.104E+04  1.102E+04  7.347E+03  1.199E+04  2.149E+04  1.180E+04  7.654E+03  3.541E+03
  2.637E+03  7.878E+03  1.407E+04  3.954E+03  0.000E+00  5.548E+03  0.000E+00  0.000E+00  5.265E+03  0.000E+00
  1.476E+04  1.419E+04  5.048E+03  5.768E+03  2.359E+03  5.470E+03  1.137E+04  2.815E+03  1.393E+03  2.246E+04
  9.990E+03  2.877E+04  9.561E+03  1.189E+04  8.303E+03  9.936E+03  9.128E+03  1.324E+04  1.743E+04  1.906E+04
  1.515E+04  9.522E+03  1.488E+04  1.692E+04  1.142E+04  8.355E+03  8.513E+03  1.266E+04  3.377E+03  8.018E+03
  1.190E+04  1.199E+04  1.758E+04  4.177E+03  5.364E+03  1.355E+04  2.746E+04  1.183E+04  9.016E+03  9.892E+03
  2.617E+04  1.348E+04  1.254E+04  1.406E+04  2.008E+04  1.166E+04  1.153E+04  6.785E+03  1.406E+04  1.916E+04
  6.603E+03  1.159E+04  3.096E+04  6.170E+03  1.830E+04  1.226E+04  1.505E+04  9.350E+03  8.423E+03  2.041E+04
  9.956E+03  2.018E+04  1.623E+04  4.897E+03  2.330E+04  4.868E+03  1.281E+04  3.654E+04  1.560E+04  1.932E+04
  1.214E+04  2.226E+04  3.392E+04  2.874E+04  3.090E+04  2.102E+04  1.531E+04  1.590E+04  1.752E+04  1.007E+04
  2.907E+03  1.455E+04  3.126E+03  1.761E+04  3.464E+04  1.518E+04  1.791E+04  3.025E+03  8.938E+03  6.687E+02
  2.520E+03  0.000E+00  2.253E+04  1.028E+04  6.540E+03  0.000E+00  0.000E+00  1.031E+04  6.008E+03  2.213E+03
  2.666E+03  6.251E+03  7.118E+03  0.000E+00  0.000E+00  3.047E+03  3.435E+03  1.237E+04  3.028E+03  1.241E+04
  9.589E+03  3.058E+03  0.000E+00  0.000E+00  0.000E+00  0.000E+00  8.294E+01  9.307E+03  0.000E+00  0.000E+00
  0.000E+00  0.000E+00  0.000E+00  4.572E+03  8.623E+03  7.061E+03  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  6.764E+03  2.647E+04  1.220E+04  9.216E+03  0.000E+00  0.000E+00  0.000E+00  7.245E+03  1.558E+04  8.171E+03
  3.793E+03  1.781E+04  1.089E+04  1.234E+04  1.602E+03  1.855E+04  3.203E+04  2.510E+04  1.314E+04  0.000E+00
  0.000E+00  0.000E+00  5.586E+03  1.372E+04  1.938E+04  1.767E+04  4.483E+03  1.310E+04  1.571E+04  7.452E+03
  1.241E+04  6.027E+03  5.393E+03  5.889E+03  0.000E+00  0.000E+00  1.695E+04  6.636E+03  9.173E+03  2.496E+03
  6.980E+03  2.891E+04  5.442E+03  1.425E+04  7.186E+03  9.407E+03  4.363E+03  1.578E+04  1.078E+04  9.114E+03
  1.264E+04  5.214E+03  9.348E+03  8.603E+03  2.181E+04  3.523E+03  1.437E+04  1.167E+04  1.316E+04  5.216E+03
  1.167E+04  0.000E+00  4.191E+04  2.120E+04  1.098E+04  1.093E+04  5.537E+03  6.276E+03  4.895E+03  1.903E+04
  2.465E+04  3.754E+04  2.394E+04  1.385E+04  1.923E+04  2.374E+04  2.476E+04  1.390E+04  1.472E+04  2.446E+04
  1.241E+04  6.727E+03  1.395E+04  1.025E+04  6.892E+03  2.286E+04  2.795E+04  1.481E+04  4.347E+03  2.221E+04
  9.102E+03  2.384E+04  9.855E+03  2.307E+04  1.832E+04  1.657E+04  1.991E+04  2.672E+04  1.431E+04  3.210E+03
  2.879E+04  2.791E+04  3.002E+04  8.335E+03  1.150E+04  7.741E+03  2.520E+04  3.404E+04  1.960E+04  2.206E+04
  1.529E+04  1.485E+04  3.662E+04  8.691E+03  3.208E+04  1.551E+04  1.819E+04  1.164E+04  3.079E+04  2.058E+04
  3.698E+04  1.101E+04  2.904E+04  2.386E+04  1.994E+04  4.292E+04  3.210E+04  2.061E+04  1.273E+04  8.789E+03
  2.367E+04  3.392E+04  2.657E+04  1.448E+04  2.228E+04  3.405E+04  6.731E+03  3.128E+04  3.021E+04  1.115E+04
  4.295E+04  6.026E+04  4.914E+04  9.332E+03  9.115E+03  3.218E+04  2.973E+04  7.312E+03  2.422E+04  1.817E+04
  1.529E+04  2.676E+04  1.602E+04  1.512E+04  3.106E+04  1.299E+04  1.084E+04  2.032E+04  1.321E+04  1.480E+04
  3.417E+04  3.399E+04  2.814E+04  1.217E+04  1.044E+04  7.809E+03  2.984E+04  2.033E+04  2.048E+04  2.225E+04
  1.048E+04  5.112E+04  2.394E+04  2.913E+04  1.934E+04  5.335E+04  2.634E+04  3.237E+04  5.404E+03  3.397E+04
  3.967E+04  1.433E+04  2.340E+04  4.717E+04  2.870E+04  2.535E+04  4.524E+04  2.449E+04  3.257E+04  2.218E+04
  3.821E+04  1.826E+04  3.682E+04  3.000E+04  1.530E+04  6.347E+04  3.709E+04  2.016E+04  3.038E+04  8.395E+03
  2.209E+04  2.190E+04  1.813E+04  1.337E+04  1.297E+04  4.568E+02  1.006E+04  2.628E+04  6.928E+03  5.689E+03
  1.034E+04  0.000E+00  3.728E+03  6.501E+03  4.119E+04  1.307E+04  1.570E+04  5.759E+03  1.939E+04  1.508E+04
  9.403E+03  1.916E+04  1.977E+04  1.721E+04  6.393E+03  1.378E+04  1.233E+04  4.630E+03  9.773E+03  2.876E+04
  1.543E+04  2.661E+04  2.566E+04  2.523E+04  3.305E+04  1.812E+04  1.604E+04  2.275E+04  1.905E+04  2.173E+04
  1.319E+04  1.865E+04  6.035E+03  1.527E+04  1.386E+04  1.790E+04  2.502E+04  2.716E+03  8.320E+03  1.135E+04
  1.017E+04  1.021E+04  1.883E+04  1.322E+04  1.244E+04  1.267E+04  2.413E+04  3.721E+04  9.630E+03  0.000E+00
  6.322E+03  6.075E+03  1.498E+04  9.477E+03  2.355E+04  1.525E+04  5.805E+03  1.590E+04  1.352E+04  3.179E+03
  1.338E+04  1.163E+04  8.941E+03  2.621E+04  1.860E+04  5.814E+03  0.000E+00  0.000E+00  1.157E+04  3.634E+03
  2.168E+04  9.532E+03  1.027E+03  1.106E+04  1.918E+04  5.824E+03  0.000E+00  0.000E+00  6.166E+02  5.217E+03
  6.273E+03  9.834E+03  0.000E+00  5.211E+03  7.034E+03  1.360E+04  1.637E+04  2.738E+03  0.000E+00  1.076E+04
  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  2.052E+04  3.934E+02  5.630E+03  9.686E+03  2.427E+03
  1.020E+04  6.619E+03  0.000E+00  5.302E+03  0.000E+00  3.532E+03  1.428E+04  1.123E+04  1.919E+04  5.216E+03
  3.966E+03  2.492E+03  3.770E+02  1.105E+04  2.188E+04  2.033E+04  3.374E+03  5.899E+03  1.086E+04  6.306E+03
  0.000E+00  0.000E+00  4.275E+03  8.111E+02  1.130E+04  3.338E+04  1.493E+03  3.714E+03  0.000E+00  0.000E+00
  2.450E+03  2.284E+04  4.296E+03  8.400E+03  2.298E+03  8.766E+03  2.935E+03  0.000E+00  0.000E+00  0.000E+00
  0.000E+00  4.890E+03  0.000E+00  9.476E+03  1.707E+04  1.303E+04  7.183E+03  1.395E+04  0.000E+00  0.000E+00
  0.000E+00  0.000E+00  1.292E+04  1.015E+04  4.052E+02  0.000E+00  4.070E+03  9.511E+03  1.478E+04  1.410E+04
  1.205E+03  1.359E+04  1.193E+04  0.000E+00  5.788E+03  4.418E+03  1.183E+04  1.238E+04  1.939E+04  2.810E+04
